link;name;location;company;vacancy_date;date_of_download;description
https://rabota.sber.ru/search/4211366;QA Load Test (SberTeamID);г Москва;ПАО Сбербанк;2023-09-19;2023-10-12;"Мы делаем новую систему авторизации сотрудников экосистемы Сбера.



Это новый продукт, без легаси. Продуктовые фичи, технические решения, архитектура — все с чистого листа.
Это до 500 000 пользователей из 150+ организаций, которых мы быстро и удобно впускаем в 50+ систем, выдерживая нагрузку до 1000 входов в секунду.
Это уникальная предметная область — баланс между UX и кибербезопасностью, биометрия, криптография, высокая нагрузка и требования к качеству системы.
Это сотни интеграций и замысловатых функций, которые интересно создавать

Кто нам нужен:
Ищем QA Engineer по нагрузочному тестированию.
Обязанности
Участвовать в проведении нагрузочного тестирования
Разрабатывать сценарии и поддерживать их
Выявлять дефекты производительности
Заниматься автоматизацией процесса проведения испытаний и процесса подготовки отчётов
Предлагать оптимизации настроек, конфигурации и архитектуры.
Требования
Опыт в нагрузочном тестировании более 3-х лет
Уверенное владение JMeter с применением распределённого запуска
Опыт работы с Grafana, Prometeus, InfluxDB
Умение оптимизировать запросы SQL и настройки БД Postgres
Опыт создания заглушек, эмуляторов. Предпочтительно Java, JS
Опыт работы с командами UNIX\Linux
Опыт профилирования приложений, желательно Java
Знание и понимание принципов работы OpenShift\k8s
Опыт работы с Kafka
Понимание gRPC, REST
Желание развиваться, развивать команду и продукт.
Условия
Много интересных задач, которые влияют на сотни тысяч людей и позволяют вырасти профессионально
Можно работать удаленно, в офисе, или в смешанном графике
Меритократия, способность слышать мнение каждого
Конференции и обучение на корпоративных или вендорских курсах за наш счёт
Современное, производительное «железо» на твой выбор
Отличная ДМС, включая несчастные случаи и тяжелые заболевания
Возможность сменить команду или проект при желании
Льготные условия по ипотеке и кредитам
Материальная помощь и социальная поддержка
Корпоративная пенсионная программа."
https://rabota.sber.ru/search/4210307;Разработчик_ML DevOps;г Москва;ПАО Сбербанк;2023-09-27;2023-10-12;"В команду Управления исследований и инноваций ищем ML DevOps для обеспечения поддержки внедрения в промышленные среды результатов исследований инновационных лабораторий Сбера, таких как Лаборатория по искусственному интеллекту, Лаборатория кибербезопасности, Лаборатория робототехники и ряд других. Лаборатории создают инновационные решения, часто не соответствующие тех. стеку Сбера, а мы помогаем их довести до состояния, достаточного для использования продуктовыми командами.
Обязанности
подготовка и публикация библиотек, входящих в продукт в MavenCentral и PyPI
оптимизация конфигурации окружений с open source библиотеками под разные среды исполнения и моделирования (BigDataML: S-LAMA, Replay, Pytorch-Lifestream итд, GPU AI: Pytorch-Lifestream, G-LAMA, N-LAMA и т.д.) реализация, поддержка и развитие CI/CD
подготовка документации по изменениям
настройка и поддержка мощностей для разработки и вычислений Big Data
поиск технических решений и их интеграция в инфраструктуру компании
взаимодействие с ИТ и ИБ подразделениями
поддержка пользователей по вопросам инфраструктуры и банковского ПО, облачных сервисов
организация процесса работы с инфраструктурой и помощь в проектировании архитектуры целевых решений.
Требования
опыт администрирования Ubuntu, RedHat, Debian
опыт администрирования с системами виртуализации (VMware), облачными сервисами (Sbercloud)
опыт администрирования c GitLab, Docker
опыт организации CI\CD конвейера для python библиотек (сами библиотеки + окружения с ними)
представление об информационной безопасности
системный подход, желание разобраться в проблемах и помогать команде их оперативно решить
желание развиваться в разработке ПО, пайплайнах данных, MLOps и технологическом стеке OpenShift, Kubernetes
Условия
Уникальные масштабные проекты, работа в приоритетном направлении.
Гибридный график (офис + удаленка)
Достойная заработная плата (оклад + годовая премии).
Льготная ипотека.
Современные рабочие места и программное обеспечение.
ДМС, корпоративная пенсионная программа, страхование от несчастных случаев, социальные гарантии, корпоративные мероприятия.
Дружный и высококвалифицированный коллектив.
Комфортный офис Sbergile Home с оупенспейсами, лаунж зонами, кафе, рестораном и оборудованными кухнями.
Современный спортзал."
https://rabota.sber.ru/search/4213222;Senior DWH/BI Engineer (Postgresql);г Москва;ПАО Сбербанк;2023-09-26;2023-10-12;"Ищем человека, который готов организовывать оптимальную работу с данными, внедрять технологии и актуальные концепции для хранения данных, принимать участие в разработке и готов быть наставником для младших сотрудников, в том числе лидировать направление BI (метрики и КПЭ в рамках банковских процессов).
Обязанности
Разработка и поддержка автоматизированных ETL/ELT процессов (создание интеграционного взаимодействия с источниками данных, настройка регулярных загрузок данных)
Миграция БД, миграция отчетности на разные инструменты
Сбор, обработка и парсинг ""сырых"" данных
Поддержка и развитие хранилища данных, оптимизация работы БД
Разработка BI-отчетности.
Требования
Уверенные знания SQL/оконные функции/CTE, процедурный язык PostgreSQL/Greenplum
Опыт работы с Apache NiFi
Опыт работы с BI-инструментами: Report Builder, PowerBI, QlikSense, Superset
Опыт работы с PostgreSQL в качестве DE/DBA
Знание основных понятий и концепций из области Data Warehousing
Опыт разработки витрин данных

Будет плюсом:

Опыт работы с LiquidBase в рамках создания пайплайна БД между контурами DEV/PROM
Наличие опыта разработки на Python
Опыт планирования в рамках полугодий/кварталов
Опыт работы с Kafka.
Условия
Стандартный график работы (09:00–18:00), но с гибким подходом + сокращённый рабочий день по пятницам (до 16:45)
Достойный уровень оплаты труда (определяется по результатам собеседования)
Премирование по итогам года
Бесплатное обслуживание зарплатной карты категории «Gold»
Страхование жизни и здоровья для сотрудников (ДМС) и скидки на медицинскую страховку для родственников (после испытательного срока)
Широкие возможности профессионального и карьерного роста
Обучение и повышение квалификации в Корпоративном Университете Сбербанка, на внутренних и внешних курсах, доступ к корпоративной библиотеке
Льготное кредитование в Сбербанке – возможность пользоваться премиальными продуктами Банка на специальных условиях (в т.ч. по ипотечным программам)
Корпоративная пенсионная программа, основанная на паритетном участии сотрудника и Банка, которая даёт возможность удвоить добровольные пенсионные накопления и получать двойной инвестиционный доход (после года работы)
Широкий спектр дисконт-программ, скидок и привилегий от компаний-партнёров
Корпоративные и благотворительные мероприятия («Зелёный марафон», Сбербанкиада, КВН, волонтёрские программы и т.д.)
Современный комфортный офис: столовые предлагают вкусные завтраки, обеды, кофе-пойнты, прекрасно оборудованный тренажёрами спортивный комплекс
Бассейн в 2 минутах ходьбы
Офис: БЦ «Южный Порт» (10 минут пешком от ст. м. Кожуховская)."
https://rabota.sber.ru/search/4210829;Руководитель направления «Синергия B2B2C»;г Санкт-Петербург;ПАО Сбербанк;2023-09-19;2023-10-12;"Наша цель - удовлетворить потребности клиентов за счет своевременного предложения Банковских продуктов и продуктов Экосистемы. Наш продукт охватывает процесс с момента поиска потребности клиента до передачи предложения в канал продвижения и получения дохода от реализации продукта.
Мы формируем гипотезы, делаем анализ о способах подтверждения, производим прототипирование/разработку моделей DS, пилотирование гипотезы, подведение итогов, автоматизация в промышленных инструментах, RUN поддержка и контроль качества.
Ключевой задачей видим удовлетворение потребностей наших клиентов и развитие их бизнеса на всех этапах, в том числе помощь физическим лицам на этапах возникновения идеи бизнеса.
Обязанности
выполнение плана по «Привлечению новых корпоративных клиентов в Банк путем взаимодействия с Физическим лицом - ЛПР», «Продажа продуктов для физических лиц действующим корпоративным клиентам банка» «Развитию предпринимательства (увеличение рынка предпринимателей за счет образовательных и мотивирующих треков)»
выстраивание процесса кроссоблочного взаимодействия (блоки B2B и B2C) для увеличения эффективности продаж
анализ клиентского пути и влияния коммуникаций на развитие клиента (взгляд со стороны клиента), разработка гибкой контактной политики от клиента
выстраивание коммуникаций с учетом клиентского пути и соответствия жизненного цикла продукта
управление эффективностью (рост конвертации, снижение затрат, отключение неэффективных сценариев продаж и др.)
коммуникации с внутренними стейкхолдерами и внешними партнерами, формирование и приоритизация бэклога, работа в JIRA и Confluence
формирование технических заданий для команд IT и DS.
продуктовая аналитика, проведение A/B тестов с подведением итогов
HR функции в части подбора сотрудников, работы с командой, развития
Требования
высшее образование
опыт работы в подразделениях продаж Банк от 3-х лет
опыт руководящей деятельности от 1 года
опыт проектной деятельности и построения процессов «с нуля под ключ»
опыт построения DS моделей (минимальные требования – в роли Заказчика)
умение организовать себя и людей вокруг себя для достижения цели
знание продуктовых метрик
проактивность
умение погружаться в детали и работы не ради процесса, а ради результата
уверенные навыки презентации продукта, в том числе владение Powerpoint
Будет плюсом:
знание банковских продуктов корпоративного бизнеса
знания в области CJM клиентов банков B2B и B2C
опыт самостоятельного создания моделей Data science, базовые знания Python, SQL
Условия
страхование жизни и здоровья для сотрудников (ДМС) и скидки на медицинскую страховку для родственников
льготное кредитование в Сбербанке – возможность пользоваться премиальными продуктами Банка на специальных условиях (в т.ч. по ипотечным программам)
корпоративная пенсионная программа, основанная на паритетном участии сотрудника и Банка, которая даёт возможность удвоить добровольные пенсионные накопления и получать двойной инвестиционный доход
широкий спектр дисконт-программ, скидок и привилегий от компаний-партнёров
свободный dress code"
https://rabota.sber.ru/search/4212571;Senior Java developer;г Москва;ПАО Сбербанк;2023-09-25;2023-10-12;"Мы - команда ЦС Радар - online-сервис для взаимодействия грузоотправителя, грузовладельца, грузоперевозчика и водителя с целью предоставления комплексных экспедиторских услуг. В функционал продукта входит заведение грузов в системе, регистрация водителей и курьеров, отслеживание местонахождения и состояния груза на всех этапах перевозки и др.
Продукт новый и сейчас активно развивается.
Стек: Java (8,11), SpringBoot, PostgreSQL, Hibernate, Kafka, OpenShift.
Обязанности
Разработка сервисов на микросервисной архитектуре на Spring Boot с подключением необходимых для функционирования сервиса starter’ов с использованием облачных технологий под среду исполнения OpenShift
Code Review других участников команды
Находить решение поставленной задачи согласно общепринятым стандартам разработки ПО
Требования
Опыт работы на Java от 4-х лет и выше
Опыт разработки проектов на SpringBoot с подключением различных его стартеров для работы со Spring Web, Spring Data, Spring Security, Spring AOP и тд
Знание и использование на практике протокола аутентификации/авторизации OAUTH2
Опыт написания Unit-тестов и интеграционных тестов под SpringBoot-приложения
Умение использовать в работе контейнеризацию Docker
Понимание DevOps, написание pipeline-скриптов для Jenkins
Сборка проектов Gradle, Maven
Система контроля версий Git, BitBucket
Опыт работы с брокером сообщений Apache Kafka
Опыт работы на проектах с микросервисной архитектурой
Условия
стабильный оклад и социальная поддержка сотрудников
ДМС с первого дня работы для сотрудников и льготная медицинская страховка для близких
бесплатная подписка СберПрайм+, скидки на продукты компаний-партнеров:, СберМаркет, DeliveryClub, Самокат, СберЕаптека и других
корпоративная пенсионная программа
корпоративное обучение за счет компании
реферальная программа для сотрудников: можно пригласить в команду знакомых профессионалов и получить вознаграждение до 100 тыс. рублей
официальное оформление с первого дня
готовы обсудить разные форматы работы, в том числе удаленку (из Москвы и МО)
корпоративный спортзал и скидки в спортзалы-партнеры
современный офис с системой «умный дом», зонами отдыха и balance-бордами"
https://rabota.sber.ru/search/4200759;Системный аналитик;г Санкт-Петербург;ПАО Сбербанк;2023-09-14;2023-10-12;"Команда Core-сервисов трайба HR-платформы Пульс ищет системного аналитика на задачу по созданию и развитию компоненты Master Data Management. Мы работаем над амбициозным проектом по отказу от SAP HR и реализуем собственное решение для автоматизации HR-процессов. Одним из направлений является создание решения по управлению справочными данными. Проектировка интерфейсов управления данными (включая API), а также построение интеграций с другими системами.
Обязанности
участие в проекте внедрения MDM в роли системного аналитика
аудит текущей функциональности
сбор, анализ и уточнение требований смежных команд в части потребления нормативно-справочной информации, проведение интервью, изучение процессов, структур данных
формализация требований к разработке (бизнес-процессы, функциональные требования, нефункциональные требования, описание вариантов использования)
постановка задач разработчикам
участие в тестировании разрабатываемого решения
проведение демонстраций решения.
Требования
уверенное владение основными нотациями моделирования процессов (UML, BPMN, ER)
понимание основных протоколов интеграции, их отличия и области применения (REST, MQ, SOAP)
опыт проектирование архитектуры сервисов и основных компонентов
знание основ виртуализации приложений, концепции контейнерной архитектуры (опыт работы с kubernetes приветствуется)
знание форматов обмена данными (XML, JSON)
умение проектировать структуру баз данных и знание SQL
умение анализировать логи и метрики сервиса (Kibana, Grafana)
понимание принципов работы http(s) протокола. Умение формировать запросы к серверу с использованием различных инструментов (curl, postman)
хорошие коммуникативные навыки, грамотная речь и письмо
опыт формирования технических спецификаций и требований для разработки.
Условия
официальное трудоустройство по ТК РФ
стандартный график работы (09:00–18:00), но с гибким подходом + сокращённый рабочий день по пятницам
возможность работать в гибридном режиме (офис/удаленный режим работы)
достойный уровень оплаты труда (определяется по результатам собеседования)
премирование по итогам года
бесплатное обслуживание зарплатной карты
страхование жизни и здоровья для сотрудников (ДМС) и скидки на медицинскую страховку для родственников
обучение и повышение квалификации в Корпоративном Университете Сбербанка, на внутренних и внешних курсах, доступ к корпоративной библиотеке
льготное кредитование в Сбербанке – возможность пользоваться премиальными продуктами Банка на специальных условиях (в т.ч. по ипотечным программам)
корпоративная пенсионная программа, основанная на паритетном участии сотрудника и Банка, которая даёт возможность удвоить добровольные пенсионные накопления и получать двойной инвестиционный доход (после года работы)
широкий спектр дисконт-программ, скидок и привилегий от компаний-партнёров
скидка на бронирование в санаторно-курортном комплексе «MRIYA Resort & SPA» на берегу моря в Ялте (в Крыму)
корпоративные подарки для детей
корпоративные и благотворительные мероприятия («Зелёный марафон», Сбербанкиада, КВН, волонтёрские программы и т.д.)."
https://rabota.sber.ru/search/4208950;Разработчик ETL;г Москва;ПАО Сбербанк;2023-09-26;2023-10-12;"Наша команда работает в Корпоративной аналитической платформе, хранящей петабайты данных, реализованной на широком стеке (HBASE, HADOOP, GREENPLUM, kafka и т.д.).
Команда занимается:
- формированием витрин по поставке данных в систему розничного взыскания
- Формированием единого семантического слоя (построение логической и физической модели данных Data Vault)
- формированием витрин для отчетности, над предметной областью взыскания.
К себе в команду ищем разработчика ETL.
Обязанности:
• проектирование и разработка ETL-потоков с использованием Spark
• верификация поставленных аналитиком задач (S2T)
• поддержка внедрения функционала на этапах ПСИ и ОПЭ.
Требования:
• уверенное владение SQL на уровне написания сложных скриптов с использованием аналитических функций
• опыт разработки на JAVA или SCALA
• общее понимание устройства хранилищ данных
• умение работать с большими объёмами данных
• обязательно опыт работы с Hadoop/spark
• знание общих подходов к оптимизации при работе с данными
• желательно опыт работы с ОД, облачными технологиями, средствами интеграции данных (DI), ETL средствами (Informatica, Ab Initio, Pentaho).
Условия:
• место работы: новый комфортный офис на Кутузовском проспекте 32 корпус 3 (47-этажная башня A) - со снеками, массажным креслом, спортивным уголком, настольным футболом на этаже, а также спортзалом и отличной столовой в корпусе
• оформление согласно ТК РФ
• ДМС с первого дня и страхование от несчастных случаев и тяжелых заболеваний
• материальная помощь и социальная поддержка, корпоративная пенсионная программа
• корпоративное обучение и возможность обучения за счет компании
• бесплатная подписка на СберПрайм+, льготные условия по продуктам банка и скидки в компаниях партнерах
• опытные и заинтересованные коллеги, готовые помочь
• рабочий ноутбук
• премия по итогам года
• график работы: 5/2. Начало рабочего дня гибкое (на выбор с 8 до 10:00). После испытательного срока доступен гибридный или полностью дистанционный режим работы."
https://rabota.sber.ru/search/4208567;Data Analyst (команда развития Платформы данных Профиля клиента );г Москва;ПАО Сбербанк;2023-09-15;2023-10-12;"Unit Data в Сбере – уникальное сочетание супер профессиональных людей, огромных возможностей, масштаба работы, высоких технологий. Мы вместе не только достигнем самых лучших результатов, но и будем получать удовольствие от работы и общения.
В команду развития Платформы данных Профиля клиента ищем Аналитика данных, которому предстоит участвовать в создании витрин данных на самом современном технологическом стеке с базой на кластере Hadoop SDP. Мы позволяем сформировать целостное комплексное предложение для наилучшего клиентского опыта.
Обязанности
Выявление и проработка требований пользователей и заказчиков наших продуктов
Формализация требований и ведение спецификаций
Декомпозиция требований и постановка задач на разработку
Взаимодействие с командой разработки и тестирования
Взаимодействие со смежными командами в части интеграционных сценариев
Поддержка аналитических витрин с мониторингом ежедневных процессов
Документирование функциональности продукта
Организация приемо-сдаточных испытаний новых версий продукта
Организация и проведение демонстрации функциональности для пользователей наших продуктов
Анализ и предложение решений по развитию функциональности продуктов
Поддержка и консультирование пользователей нашего продукта (разбор инцидентов и анализ проблем).
Требования
Опыт описания требований и ведения инструкций (технические задания\спецификации, эксплуатационная документация)
Отличное знание SQL, опыт оптимизации запросов
Знание типовой инфраструктуры DWH
Понимание принципов организации хранилищ данных
Понимание жизненного цикла и методик разработки ПО
Опыт работы со стеком Hadoop (HDFS, Yarn, Hive, Spark, Oozie)
Опыт работы с инструментами Atlassian (Jira, Confluence, Bitbucket)
Опыт участия в проектах по методологии Agile будет преимуществом
Знание практик и инструментария DevOps будет преимуществом
Развитые коммуникационные и организационные навыки
Условия
Профессиональное обучение, семинары, тренинги, конференции
Самые инновационные, амбициозные проекты и задачи
Годовые премии
ДМС, страхование, сниженные ставки по кредитованию, программы лояльности для сотрудников
Бесплатный фитнес-зал
Бесплатный подземный паркинг"
https://rabota.sber.ru/search/4208981;Архитектор продукта (Node.js, React);г Москва;ПАО Сбербанк;2023-09-12;2023-10-12;"Наша команда разработки управленческой отчетности (DR Change) реализует проект по созданию с нуля web-решения для доступа к корпоративным данным и отчетности СБЕР. Это мультифункциональный портал, единое окно во внутренний мир организации, удобный как для внутренних, так и для внешних пользователей, с адаптацией под мобильные устройства.
Мы ищем активного архитектора способного привнести свои знания и опыт на новое направление в big data, с хорошим техническим базисом и собственным взглядом на реализацию продукта.
Обязанности
Прототипирование и MVP подпродуктов Frontend/Backend (Node.js/React)
Анализ существующих решений
Создание стандартов/контрактов сервисов обмена данными
Разработка новых frontend/backend модулей
Декомпозиция и оценка задач
Проведение Код-ревью
Проверка и тестирование разработанного функционала
Работа в JIRA/Confluence/Bitbucket
Требования
высшее техническое образование
опыт разработки WEB-приложений от 2 лет
опыт разработки PWA приложений
понимание принципов верстки (CSS, HTML)
понимание принципов клиент-серверной архитектуры (API, REST, SOAP, GraphQL)
понимание принципов работы приложений в kubernetes/openshift
опыт работы с frontend-фреймворками (React)
опыт использования UI компонент (Bootstrap, Material, Ant)
опыт настройки Webpack, TypeScript, Jest, Selenium
знание алгоритмов
знание языка SQL, структур данных, OLAP Кубов
знание форматов (XML, JSON, SVG)
понимание принципов ООП и паттернов разработки ПО
понимание методологий разработки ПО: Agile (Scram, Kanban)
опыт работы с системами контроля версий (Git)
опыт работы с системами SAP или 1С в качестве разработчика
опыт администрирования и разработки CMS систем.
Будет плюсом:
участие в реализации web-проектов с нуля
участие в разработке BI систем
понимание динамического формирования React компонент
понимание работы Cordova/PhoneGap/Ionic
публикация собственных компонент в npmjs
знание backend-стека (Node.js, Express, Sequelize, PostgreSQL, ClickHouse)
поверхностное знание любых прочих языков программирования (Java, Kotlin, Groovy, Swift, C#, Python, PHP)
Условия
много интересных задач, которые влияют на сотни тысяч людей и позволяют вырасти профессионально
команду профессионалов, которая всегда поможет адаптироваться и поделится своей экспертизой
корпоративный университет, Виртуальная школа Сбера, повышение квалификации, IT конференции, митапы, библиотека - обучение за счет компании
график работы с гибким началом рабочего дня
мощное железо, дополнительные мониторы и всё, что нужно для продуктивной работы
структура дохода – оклад и годовая премия. Возможность пересмотра дохода через полгода
ДМС с первого дня, программа для родственников, страхование от несчастных случаев и тяжелых заболеваний
собственный спортзал
материальная помощь и социальная поддержка, корпоративная пенсионная программа
льготные условия кредитования и ипотеки
подписка СберПрайм+ для сотрудников, скидки и бонусы от компаний партнёров, а также различные корпоративные активности.
работа в офисе г.Москва, Кутузовский проспект 32кА, м. Кутузовская"
https://rabota.sber.ru/search/4198593;Senior/TeamLead Java developer;г Нижний Новгород, Нижегородская область;ПАО Сбербанк;2023-10-09;2023-10-12;"О проекте

Мы создаем высоконагруженную систему, перед которой стоят амбициозные цели – обработка платежных транзакций Сбербанка (до 500 млн транзакций в сутки)

Отличительные черты системы – высокая нагрузка, полная автоматизация внедрения (кластер 50+ узлов)
В ближайших планах: перевод системы на микросервисную архитектуру
В разработке используется современный технологический стек:


Java
Spring Data
Spring Core
Spring Boot
Docker
PostgreSQL
Jira, Confluenсe
DevOps: Jenkins, Nexus
Обязанности
Чем предстоит заниматься:


Управлять командой в которую входят аналитики, разработчики и тестировщики
Собирать и обрабатывать бизнес-требования и формировать бэклог задач
Принимать непосредственное участие в разработке архитектурных и продуктовых решений
Управлять сроками и ожиданиями перед Product Owner
Построить эффективное взаимодействие с другими командами
Измерять эффективность работы команды
Проводить ревью кода
Подбор специалистов в команду, проведение технических интервью
Требования
Что для нас важно:
Опыт в разработке от 3 лет
Опыт построения и управления командами в роли лида от 1 года
Понимание принципов проектирования архитектуры высоконагруженных сервисов
Опыт разработки микросервисной архитектуры, понимание ее плюсов и минусов, понимание организации взаимодействия микросервисов
Диагностика производительности систем: профилирование приложений, принципы устранения узких мест
Опыт промышленной разработки сложных высоконагруженных решений, знание способов масштабирования проекта при росте нагрузки
Знание современных технологических стеков (front, back)
Условия
Мы предлагаем:
Офис: г. Нижний Новгород, ул. Академика Сахарова 2к1 (возможна удаленная работа в Нижнем Новгороде)
Стабильный доход и социальная поддержка сотрудников
Расширенный ДМС с первого дня работы для сотрудников и льготная медицинская страховка для близких
Бесплатная подписка СберПрайм+, скидки на продукты компаний-партнеров
Корпоративная пенсионная программа
Корпоративное обучение за счет компании
Реферальная программа для сотрудников: можно пригласить в команду знакомых профессионалов и получить вознаграждение до 100 тыс. рублей
Мощное железо, дополнительные мониторы и всё, что нужно для продуктивной работы
Работу по Agile с лучшими из IT индустрии: 2000 продуктовых команд и возможность внутреннего перемещения
Возможность выбрать удобный формат работы: гибрид или офис
Комфортный офис, бесплатные снеки, спортзалы с бассейнами"
